split,source_mp4,wav_path,fine_label,mapped_label
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gAWB2_V8ODM_000030.mp4,train_chunk/gAWB2_V8ODM_000030-00.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gAWB2_V8ODM_000030.mp4,train_chunk/gAWB2_V8ODM_000030-01.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gAWB2_V8ODM_000030.mp4,train_chunk/gAWB2_V8ODM_000030-02.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/IYANI-PEc1U_000030.mp4,train_chunk/IYANI-PEc1U_000030-00.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/IYANI-PEc1U_000030.mp4,train_chunk/IYANI-PEc1U_000030-01.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/IYANI-PEc1U_000030.mp4,train_chunk/IYANI-PEc1U_000030-02.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/o3OQHfZjZqg_000060.mp4,train_chunk/o3OQHfZjZqg_000060-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/o3OQHfZjZqg_000060.mp4,train_chunk/o3OQHfZjZqg_000060-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/o3OQHfZjZqg_000060.mp4,train_chunk/o3OQHfZjZqg_000060-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/E3FzFUPMHRA_000030.mp4,train_chunk/E3FzFUPMHRA_000030-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/E3FzFUPMHRA_000030.mp4,train_chunk/E3FzFUPMHRA_000030-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/E3FzFUPMHRA_000030.mp4,train_chunk/E3FzFUPMHRA_000030-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/MUXASTFxsds_000020.mp4,train_chunk/MUXASTFxsds_000020-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/MUXASTFxsds_000020.mp4,train_chunk/MUXASTFxsds_000020-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/MUXASTFxsds_000020.mp4,train_chunk/MUXASTFxsds_000020-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/J_k6z7_YVJU_000090.mp4,train_chunk/J_k6z7_YVJU_000090-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/J_k6z7_YVJU_000090.mp4,train_chunk/J_k6z7_YVJU_000090-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/J_k6z7_YVJU_000090.mp4,train_chunk/J_k6z7_YVJU_000090-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/51EzKt7SfIg_001039.mp4,train_chunk/51EzKt7SfIg_001039-00.wav,footsteps on snow,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/51EzKt7SfIg_001039.mp4,train_chunk/51EzKt7SfIg_001039-01.wav,footsteps on snow,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/51EzKt7SfIg_001039.mp4,train_chunk/51EzKt7SfIg_001039-02.wav,footsteps on snow,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/eUiqBVUkkVY_000050.mp4,train_chunk/eUiqBVUkkVY_000050-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/eUiqBVUkkVY_000050.mp4,train_chunk/eUiqBVUkkVY_000050-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/eUiqBVUkkVY_000050.mp4,train_chunk/eUiqBVUkkVY_000050-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/tpVLOxEh6Cc_000320.mp4,train_chunk/tpVLOxEh6Cc_000320-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/tpVLOxEh6Cc_000320.mp4,train_chunk/tpVLOxEh6Cc_000320-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/tpVLOxEh6Cc_000320.mp4,train_chunk/tpVLOxEh6Cc_000320-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/DS4sPXFfRTg_000250.mp4,train_chunk/DS4sPXFfRTg_000250-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/DS4sPXFfRTg_000250.mp4,train_chunk/DS4sPXFfRTg_000250-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/DS4sPXFfRTg_000250.mp4,train_chunk/DS4sPXFfRTg_000250-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WZoQBZZ_ULQ_000030.mp4,train_chunk/WZoQBZZ_ULQ_000030-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WZoQBZZ_ULQ_000030.mp4,train_chunk/WZoQBZZ_ULQ_000030-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WZoQBZZ_ULQ_000030.mp4,train_chunk/WZoQBZZ_ULQ_000030-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/XtRK-25nNFs_000360.mp4,train_chunk/XtRK-25nNFs_000360-00.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/XtRK-25nNFs_000360.mp4,train_chunk/XtRK-25nNFs_000360-01.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/XtRK-25nNFs_000360.mp4,train_chunk/XtRK-25nNFs_000360-02.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ERFb32Lz9tg_000030.mp4,train_chunk/ERFb32Lz9tg_000030-00.wav,"male speech, man speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ERFb32Lz9tg_000030.mp4,train_chunk/ERFb32Lz9tg_000030-01.wav,"male speech, man speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ERFb32Lz9tg_000030.mp4,train_chunk/ERFb32Lz9tg_000030-02.wav,"male speech, man speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/oLHEa_HoWXg_000030.mp4,train_chunk/oLHEa_HoWXg_000030-00.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/oLHEa_HoWXg_000030.mp4,train_chunk/oLHEa_HoWXg_000030-01.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/oLHEa_HoWXg_000030.mp4,train_chunk/oLHEa_HoWXg_000030-02.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8c8pUoKxxRQ_000030.mp4,train_chunk/8c8pUoKxxRQ_000030-00.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8c8pUoKxxRQ_000030.mp4,train_chunk/8c8pUoKxxRQ_000030-01.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8c8pUoKxxRQ_000030.mp4,train_chunk/8c8pUoKxxRQ_000030-02.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/tXKrT3I2qf4_000006.mp4,train_chunk/tXKrT3I2qf4_000006-00.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/tXKrT3I2qf4_000006.mp4,train_chunk/tXKrT3I2qf4_000006-01.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/tXKrT3I2qf4_000006.mp4,train_chunk/tXKrT3I2qf4_000006-02.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8sfgHy_6lRs_000030.mp4,train_chunk/8sfgHy_6lRs_000030-00.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8sfgHy_6lRs_000030.mp4,train_chunk/8sfgHy_6lRs_000030-01.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8sfgHy_6lRs_000030.mp4,train_chunk/8sfgHy_6lRs_000030-02.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/zI7XjcJRMPg_000159.mp4,train_chunk/zI7XjcJRMPg_000159-00.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/zI7XjcJRMPg_000159.mp4,train_chunk/zI7XjcJRMPg_000159-01.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/zI7XjcJRMPg_000159.mp4,train_chunk/zI7XjcJRMPg_000159-02.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/v_JleFhOAXI_000005.mp4,train_chunk/v_JleFhOAXI_000005-00.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/v_JleFhOAXI_000005.mp4,train_chunk/v_JleFhOAXI_000005-01.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/bJvL2DQdIG8_000340.mp4,train_chunk/bJvL2DQdIG8_000340-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/bJvL2DQdIG8_000340.mp4,train_chunk/bJvL2DQdIG8_000340-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/bJvL2DQdIG8_000340.mp4,train_chunk/bJvL2DQdIG8_000340-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/rqdvaFJ1esE_000010.mp4,train_chunk/rqdvaFJ1esE_000010-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/rqdvaFJ1esE_000010.mp4,train_chunk/rqdvaFJ1esE_000010-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/rqdvaFJ1esE_000010.mp4,train_chunk/rqdvaFJ1esE_000010-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FGoXt7LIK3U_000010.mp4,train_chunk/FGoXt7LIK3U_000010-00.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FGoXt7LIK3U_000010.mp4,train_chunk/FGoXt7LIK3U_000010-01.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gnMDpBQ_bDQ_000438.mp4,train_chunk/gnMDpBQ_bDQ_000438-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gnMDpBQ_bDQ_000438.mp4,train_chunk/gnMDpBQ_bDQ_000438-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gnMDpBQ_bDQ_000438.mp4,train_chunk/gnMDpBQ_bDQ_000438-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/on6ALVGw64A_000034.mp4,train_chunk/on6ALVGw64A_000034-00.wav,reversing beeps,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/on6ALVGw64A_000034.mp4,train_chunk/on6ALVGw64A_000034-01.wav,reversing beeps,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/on6ALVGw64A_000034.mp4,train_chunk/on6ALVGw64A_000034-02.wav,reversing beeps,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AqsJJ0CtAyA_000049.mp4,train_chunk/AqsJJ0CtAyA_000049-00.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AqsJJ0CtAyA_000049.mp4,train_chunk/AqsJJ0CtAyA_000049-01.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AqsJJ0CtAyA_000049.mp4,train_chunk/AqsJJ0CtAyA_000049-02.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/v8aCug59s1E_000060.mp4,train_chunk/v8aCug59s1E_000060-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/v8aCug59s1E_000060.mp4,train_chunk/v8aCug59s1E_000060-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/v8aCug59s1E_000060.mp4,train_chunk/v8aCug59s1E_000060-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nEIDKPFWMhY_000220.mp4,train_chunk/nEIDKPFWMhY_000220-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nEIDKPFWMhY_000220.mp4,train_chunk/nEIDKPFWMhY_000220-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nEIDKPFWMhY_000220.mp4,train_chunk/nEIDKPFWMhY_000220-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/3ZErCskXIHs_000150.mp4,train_chunk/3ZErCskXIHs_000150-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/3ZErCskXIHs_000150.mp4,train_chunk/3ZErCskXIHs_000150-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/3ZErCskXIHs_000150.mp4,train_chunk/3ZErCskXIHs_000150-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/xxtGgWR7QIc_000390.mp4,train_chunk/xxtGgWR7QIc_000390-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/xxtGgWR7QIc_000390.mp4,train_chunk/xxtGgWR7QIc_000390-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/xxtGgWR7QIc_000390.mp4,train_chunk/xxtGgWR7QIc_000390-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/vnsP3WFPQ7I_000030.mp4,train_chunk/vnsP3WFPQ7I_000030-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/vnsP3WFPQ7I_000030.mp4,train_chunk/vnsP3WFPQ7I_000030-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/vnsP3WFPQ7I_000030.mp4,train_chunk/vnsP3WFPQ7I_000030-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/XBgkOuPOaTo_000228.mp4,train_chunk/XBgkOuPOaTo_000228-00.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/XBgkOuPOaTo_000228.mp4,train_chunk/XBgkOuPOaTo_000228-01.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/XBgkOuPOaTo_000228.mp4,train_chunk/XBgkOuPOaTo_000228-02.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/o_1IYAPTuFs_000017.mp4,train_chunk/o_1IYAPTuFs_000017-00.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/o_1IYAPTuFs_000017.mp4,train_chunk/o_1IYAPTuFs_000017-01.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/o_1IYAPTuFs_000017.mp4,train_chunk/o_1IYAPTuFs_000017-02.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Iptuyr30Q2w_000200.mp4,train_chunk/Iptuyr30Q2w_000200-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Iptuyr30Q2w_000200.mp4,train_chunk/Iptuyr30Q2w_000200-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Iptuyr30Q2w_000200.mp4,train_chunk/Iptuyr30Q2w_000200-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/97rOg5nYQkE_000030.mp4,train_chunk/97rOg5nYQkE_000030-00.wav,people running,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/97rOg5nYQkE_000030.mp4,train_chunk/97rOg5nYQkE_000030-01.wav,people running,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/97rOg5nYQkE_000030.mp4,train_chunk/97rOg5nYQkE_000030-02.wav,people running,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5cOn_nhtaX8_000030.mp4,train_chunk/5cOn_nhtaX8_000030-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5cOn_nhtaX8_000030.mp4,train_chunk/5cOn_nhtaX8_000030-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5cOn_nhtaX8_000030.mp4,train_chunk/5cOn_nhtaX8_000030-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/QAA_d4ik8yo_000030.mp4,train_chunk/QAA_d4ik8yo_000030-00.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/QAA_d4ik8yo_000030.mp4,train_chunk/QAA_d4ik8yo_000030-01.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/QAA_d4ik8yo_000030.mp4,train_chunk/QAA_d4ik8yo_000030-02.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Gl7JmdRAgoE_000122.mp4,train_chunk/Gl7JmdRAgoE_000122-00.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Gl7JmdRAgoE_000122.mp4,train_chunk/Gl7JmdRAgoE_000122-01.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Gl7JmdRAgoE_000122.mp4,train_chunk/Gl7JmdRAgoE_000122-02.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/QAzApd0mQck_000023.mp4,train_chunk/QAzApd0mQck_000023-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/QAzApd0mQck_000023.mp4,train_chunk/QAzApd0mQck_000023-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/LOrRbaJxEPE_000076.mp4,train_chunk/LOrRbaJxEPE_000076-00.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/LOrRbaJxEPE_000076.mp4,train_chunk/LOrRbaJxEPE_000076-01.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/LOrRbaJxEPE_000076.mp4,train_chunk/LOrRbaJxEPE_000076-02.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FXSQlavu5wQ_000060.mp4,train_chunk/FXSQlavu5wQ_000060-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FXSQlavu5wQ_000060.mp4,train_chunk/FXSQlavu5wQ_000060-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FXSQlavu5wQ_000060.mp4,train_chunk/FXSQlavu5wQ_000060-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/hcQakiomZs4_000098.mp4,train_chunk/hcQakiomZs4_000098-00.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/hcQakiomZs4_000098.mp4,train_chunk/hcQakiomZs4_000098-01.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/hcQakiomZs4_000098.mp4,train_chunk/hcQakiomZs4_000098-02.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/aieaEYUvU4I_000000.mp4,train_chunk/aieaEYUvU4I_000000-00.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/aieaEYUvU4I_000000.mp4,train_chunk/aieaEYUvU4I_000000-01.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/aieaEYUvU4I_000000.mp4,train_chunk/aieaEYUvU4I_000000-02.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/54oivUaQKbw_000030.mp4,train_chunk/54oivUaQKbw_000030-00.wav,"male speech, man speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/54oivUaQKbw_000030.mp4,train_chunk/54oivUaQKbw_000030-01.wav,"male speech, man speaking",speech
